RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6846,15734085,Crocker,465,Germany,Male,24,5,117154.9,1,1,1,127744.02,0
5190,15721779,Arnold,826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0
2792,15663826,Brim,532,Spain,Female,66,3,0.0,1,1,1,115227.02,0
4849,15807167,Konovalova,635,France,Male,42,1,146766.72,2,0,1,164357.1,0
4491,15792646,Trentino,647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0
6394,15789371,Cattaneo,593,Germany,Female,41,4,119703.1,2,1,1,109783.29,0
1018,15587451,Goold,778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0
6862,15665524,Savage,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0
1214,15624229,Noble,694,France,Female,22,4,0.0,2,1,1,11525.72,0
8143,15752502,Cooke,615,France,Male,41,4,130385.82,1,0,1,130661.95,0
7010,15644446,Norton,672,France,Female,28,6,0.0,1,0,1,8814.69,0
1022,15717164,Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0
1049,15645103,Su,812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0
8921,15697546,McIntyre,570,France,Female,36,3,0.0,2,1,0,92118.75,0
3224,15695679,Yao,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0
1569,15618314,Chu,676,France,Male,40,8,114005.78,1,1,1,67998.45,0
1555,15779481,Swadling,628,France,Male,34,4,158741.43,2,1,1,126192.54,0
6560,15773852,Hayes,533,Germany,Male,38,4,70362.52,2,1,1,104189.46,0
6599,15677141,Turnbull,586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0
3767,15724890,Cross,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0
3090,15662067,Summers,743,France,Male,40,8,68155.59,1,1,0,94876.65,0
7668,15606554,Douglas,797,France,Male,29,1,0.0,1,0,1,149991.32,0
6148,15690526,Tuan,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
3650,15745355,Golibe,597,France,Male,41,4,153198.23,1,1,1,92090.36,0
5873,15684248,Meng,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0
2096,15673578,Page,611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0
8569,15779496,Sykes,615,France,Male,64,0,81564.1,2,0,1,35896.09,0
571,15728505,Ts'ao,601,France,Male,44,1,100486.18,2,1,1,62678.53,0
5866,15735339,Lynch,663,France,Male,39,4,0.0,1,1,0,76884.05,0
7876,15775104,Gomes,697,France,Female,38,1,182065.85,1,1,0,49503.5,0
531,15736112,Walton,519,Spain,Female,57,2,119035.35,2,1,1,29871.79,0
1549,15618581,Diribe,668,Spain,Male,25,8,0.0,2,1,1,135112.09,0
3813,15790267,Onuoha,625,France,Female,40,7,141267.67,1,0,1,177397.49,0
4546,15667476,Cox,477,Germany,Female,36,3,117700.86,1,0,0,74042.0,0
9347,15805681,Chamberlain,716,France,Male,41,9,0.0,1,1,1,113267.48,0
5409,15638257,P'an,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0
131,15740404,He,758,France,Female,34,3,0.0,2,1,1,124226.16,0
6903,15636548,Lung,457,Spain,Male,44,7,0.0,2,0,0,185992.36,0
7284,15795690,Shao,667,France,Male,31,3,99513.91,1,1,1,189657.26,0
1996,15617648,Mikkelsen,584,France,Female,44,5,95671.75,2,1,1,106564.88,0
4433,15751193,Nnaemeka,621,Spain,Male,33,4,0.0,2,1,1,40299.23,0
2802,15596060,Skinner,498,Spain,Male,29,8,127864.26,1,1,1,46677.9,0
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0
7414,15604536,Vachon,850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0
4071,15611551,Hill,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
1661,15682356,Veltri,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
9023,15694995,O'Sullivan,712,France,Male,23,2,0.0,2,0,1,66795.78,0
2894,15719606,Rivers,657,France,Male,50,9,0.0,2,0,0,37171.46,0
5517,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0
7528,15611409,Sun,676,Spain,Male,35,0,0.0,2,0,0,139911.58,0
7462,15645571,Genovese,596,Spain,Male,32,4,0.0,2,0,1,146504.35,0
5753,15697948,Henderson,752,Spain,Female,36,3,0.0,2,1,1,48505.1,0
2454,15619935,Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0
3940,15654611,Parry,736,Germany,Female,25,9,81732.88,2,1,0,136497.28,0
9836,15616172,Ubanwa,838,France,Male,31,2,0.0,2,1,0,8222.96,0
1017,15770424,Onyeorulu,541,Germany,Male,40,7,95710.11,2,1,0,49063.42,0
2600,15704844,Hsiung,550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0
3547,15653753,Chiemenam,542,Spain,Male,43,6,113567.94,1,1,0,89543.25,0
584,15753719,Rickards,547,Germany,Female,30,9,72392.41,1,1,0,77077.14,0
2484,15766896,Chieloka,750,France,Male,37,3,0.0,2,1,0,16870.2,0
8959,15710726,Hughes,573,France,Male,52,8,0.0,2,0,1,178229.04,0
1005,15723685,Ekechukwu,601,Germany,Female,26,7,105514.69,2,1,0,50070.59,0
4383,15780561,Hay,622,France,Female,39,9,83456.79,2,0,0,38882.34,0
1360,15704954,Suffolk,431,France,Male,37,0,120764.08,1,1,1,117023.08,0
184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0
1698,15669410,Yevdokimova,683,France,Male,30,8,110829.52,2,0,0,24938.84,0
8574,15794159,Highett,633,France,Female,26,8,124281.84,1,1,1,60116.57,0
6847,15809309,Longo,689,Spain,Female,40,5,154251.67,1,0,1,118319.5,0
2656,15643658,Barber,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0
6238,15778897,Cartwright,630,France,Female,28,1,0.0,2,1,1,133267.78,0
5574,15628893,Power,681,France,Male,29,8,0.0,1,1,0,66367.33,0
8946,15616745,Hs?,542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0
5622,15807524,Chukwuma,569,France,Female,44,4,0.0,2,0,0,134394.78,0
9496,15763460,Yao,680,France,Male,33,10,183768.47,1,1,0,164119.35,0
8381,15650437,Shen,522,Germany,Male,32,8,124450.36,2,1,1,165786.1,0
1269,15617078,Ewing,658,France,Female,44,6,148481.09,1,1,0,130529.13,0
6003,15783026,H?,701,France,Female,41,2,0.0,1,1,0,47856.78,0
9228,15644977,Goddard,776,France,Female,31,5,0.0,2,1,0,92647.94,0
701,15803457,Hao,750,France,Female,32,5,0.0,2,1,0,95611.47,0
9416,15750407,Hunt,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0
1873,15706593,Ellis,850,Spain,Female,50,10,0.0,2,1,1,33741.84,0
7164,15649379,Somayina,850,France,Female,46,3,0.0,2,1,1,187980.21,0
1614,15674811,Kellway,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
1780,15673342,K'ung,703,France,Male,36,2,0.0,2,1,0,108790.95,0
9466,15815259,Fang,835,France,Female,56,2,0.0,2,1,1,39820.13,0
9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74,0
1858,15709338,T'ao,544,France,Female,29,1,118560.55,1,1,1,164137.36,0
7851,15679663,Chiazagomekpere,488,France,Female,36,0,0.0,2,1,0,136675.22,0
3574,15791988,Chinomso,670,France,Male,68,4,0.0,2,1,1,11426.7,0
8021,15669491,Cruz,850,France,Female,46,2,157866.77,1,1,1,18986.12,0
5796,15565891,Dipietro,709,France,Male,39,8,0.0,2,1,0,56214.09,0
6608,15598259,Gregory,673,Germany,Female,41,9,98612.1,1,1,0,151349.35,0
9659,15712264,Plumb,713,France,Female,39,10,0.0,2,1,1,126263.97,0
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,1,1,194867.27,0
8529,15636353,Buchi,534,Spain,Male,35,4,0.0,2,0,0,9541.15,0
8825,15752388,Doyle,643,Spain,Female,35,6,0.0,2,1,1,41549.64,0
8872,15699524,Howells,466,France,Female,30,3,0.0,1,1,0,193984.6,0
1608,15648721,Hsueh,711,France,Male,64,4,0.0,2,1,1,3185.67,0
3987,15794345,Ma,706,Spain,Male,38,8,0.0,2,0,1,46635.11,0
344,15684484,White,543,France,Male,22,8,0.0,2,0,0,127587.22,0
821,15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0
3771,15568953,Alexeieva,477,France,Male,27,1,128554.98,1,1,1,133173.19,0
3569,15672970,Chigolum,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0
6158,15612444,Manfrin,549,France,Male,29,3,0.0,2,1,0,146090.38,0
3949,15743818,Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0
742,15716835,Rossi,546,France,Male,24,8,156325.38,1,1,1,125381.02,0
6802,15776947,Ugorji,637,Spain,Male,43,8,0.0,1,1,0,12156.93,1
17,15737452,Romeo,653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
9906,15784124,Emenike,645,Germany,Male,41,2,93925.3,1,1,0,123982.14,1
861,15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,1
9647,15603111,Muir,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1
3033,15800061,Moretti,495,Spain,Female,45,3,89158.94,3,1,0,135169.76,1
2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
8359,15717286,Sal,675,Spain,Female,40,8,79035.95,1,1,0,142783.98,1
5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1
2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1
6468,15641782,Humphries,540,France,Female,31,7,0.0,1,0,1,183051.6,1
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1
7879,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,1,0,171340.68,1
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1
9448,15810390,Amadi,718,France,Female,41,1,0.0,2,0,1,27509.52,1
6725,15756625,Crawford,752,France,Female,41,8,0.0,2,1,0,139844.04,1
6565,15737104,Lawson,652,Germany,Female,47,0,126597.89,2,1,1,38798.79,1
8008,15791513,Manfrin,647,France,Male,41,4,138937.35,1,1,1,101617.64,1
689,15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,1
4672,15808674,Ejikemeifeuwa,616,Germany,Female,45,6,128352.59,3,1,1,144000.59,1
8348,15757759,Okwuoma,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1
8532,15663987,Wright,723,Spain,Male,30,1,0.0,3,1,0,164647.72,1
9729,15764916,Rowley,616,Germany,Female,43,7,95984.21,1,0,1,115262.54,1
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
3556,15629094,Fomin,528,France,Female,36,1,156948.41,1,1,1,149912.28,1
3744,15678944,Brown,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
901,15642041,Burns,727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1
688,15579334,Watkins,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1
3142,15769596,Yen,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
7895,15718281,Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
3742,15635396,Thompson,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1
3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
9327,15601787,Greco,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1
6086,15596992,Norris,482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1
8019,15616676,Donnelly,632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1
5559,15645355,Macleod,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1
8675,15719426,Cole,529,France,Male,67,8,103101.56,2,1,1,154002.02,1
1009,15569050,Farrell,444,France,Male,45,6,0.0,1,1,0,130009.85,1
2971,15595228,Wanliss,815,France,Male,45,7,0.0,1,0,1,52885.23,1
8042,15701439,Fanucci,698,Spain,Female,50,1,0.0,4,1,0,88566.9,1
1342,15609824,Fedorov,794,France,Female,41,7,176845.41,3,1,0,166526.26,1
9528,15682868,Elliott,850,France,Female,40,9,99816.46,1,1,1,163989.66,1
734,15744607,Martin,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1
3453,15722965,Yefimova,757,France,Male,57,3,89079.41,1,1,1,53179.21,1
6982,15770039,Kuo,572,Germany,Male,39,4,112290.22,1,1,0,49373.97,1
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1
9719,15704053,T'ang,710,Spain,Male,62,3,131078.42,2,1,0,119348.76,1
1771,15689980,Willis,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1
2989,15684801,Abbott,689,France,Male,47,1,93871.95,3,1,0,156878.42,1
2071,15750684,Jibunoh,719,France,Female,42,4,0.0,1,1,0,28465.86,1
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1
4221,15711314,Kao,589,Spain,Female,45,1,0.0,1,0,0,125939.22,1
5647,15756272,James,526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1
3565,15803121,Chia,847,France,Male,51,5,97565.74,1,0,0,144184.06,1
6247,15771442,Pennington,633,France,Male,40,4,150578.0,1,0,1,34670.62,1
9603,15603135,Boni,634,Germany,Female,59,3,95727.05,1,0,0,97939.4,1
4455,15641312,Paterson,615,France,Male,36,6,0.0,1,1,1,27011.8,1
1006,15701602,Ayers,521,Germany,Male,52,5,116497.31,3,0,0,53793.1,1
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1
8564,15728838,Leach,578,France,Male,45,1,148600.91,1,1,0,143397.14,1
5021,15669589,Page,491,Germany,Female,68,1,95039.12,1,0,1,116471.14,1
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1
9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,1
8663,15637599,Cremonesi,510,Germany,Female,44,4,123070.89,1,1,0,28461.29,1
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1
9452,15571586,Briggs,524,Spain,Male,29,3,159035.45,1,1,0,2705.31,1
2085,15668669,Benson,423,France,Female,36,5,97665.61,1,1,0,118372.55,1
2064,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1
8627,15672447,Bailey,657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1
7342,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1
8,15656148,Obinna,376,Germany,Female,29,4,115046.74,4,1,0,119346.88,1
9921,15673020,Smith,678,France,Female,49,3,204510.94,1,0,1,738.88,1
8266,15618562,Woodward,618,Germany,Female,40,0,140306.38,1,1,0,160618.61,1
574,15607312,Ch'ang,648,Spain,Female,49,10,0.0,2,1,1,159835.78,1
922,15743411,Chiawuotu,609,Spain,Male,61,1,0.0,1,1,0,22447.85,1
1179,15782454,Hancock,552,France,Male,49,4,0.0,1,1,1,190296.76,1
641,15784844,K'ung,752,Spain,Male,48,5,116060.08,1,1,0,156618.38,1
4982,15768137,Bray,667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1
6539,15604093,Neitenstein,546,France,Male,34,4,165363.31,2,1,1,25744.13,1
2940,15591915,Frolov,533,France,Female,39,2,0.0,1,0,1,73669.94,1
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1
7256,15632503,Meng,563,France,Female,32,0,148326.09,1,1,0,191604.27,1
2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1
9880,15669414,Pisano,486,Germany,Male,62,9,118356.89,2,1,0,168034.83,1
4550,15587611,Kauffmann,537,France,Male,59,9,0.0,2,0,0,103799.77,1
587,15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1
9287,15586523,Paten,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1
9439,15641175,Munro,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,1
7555,15569917,Obijiaku,706,Spain,Male,30,6,87609.68,2,0,0,137674.55,1
6,15574012,Chu,645,Spain,Male,44,8,113755.78,2,1,0,149756.71,1
468,15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1
8354,15753840,Brown,524,Spain,Female,32,6,0.0,1,1,1,132861.9,1
9572,15716085,Norris,739,Spain,Female,41,8,0.0,1,1,0,191694.77,1
4310,15654000,Algarin,705,France,Female,35,5,0.0,1,1,0,133991.11,1
4039,15684461,McKay,469,Spain,Female,31,6,0.0,1,1,0,146213.75,1
775,15789158,Nikitina,636,Germany,Male,49,6,113599.74,2,1,0,158887.09,1
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1
6595,15808544,Cameron,747,France,Female,40,3,0.0,1,0,0,57817.84,1
6744,15616213,Levy,555,Germany,Female,51,9,138214.5,1,1,0,198715.27,1
852,15794048,Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1
7518,15771409,McGregor,586,France,Male,58,7,151933.63,1,1,0,162960.05,1
6232,15729238,Peng,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1
4655,15593976,Swanson,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1
5140,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,1
8127,15602647,Cunningham,729,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
4034,15569079,Hagins,632,Germany,Male,48,6,126066.26,1,1,0,64345.61,1
6376,15708534,Afamefuna,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1
9653,15726720,Blinova,480,France,Female,40,7,0.0,1,1,0,170332.67,1
2394,15657342,Dawson,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
7243,15701687,Campbell,664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1
4871,15573888,Ponomaryov,648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1
5338,15724076,Christie,815,Spain,Female,57,5,0.0,3,0,0,38941.44,1
9038,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,1
8795,15578671,Webb,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1
3410,15593736,Cook,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1
9031,15799635,Arbour,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,1
5236,15608528,Munro,645,France,Female,68,9,0.0,4,1,1,176353.87,1
4923,15751203,Cattaneo,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
4548,15672152,Grant,850,Germany,Male,37,9,122506.38,1,0,1,199693.84,1
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1
7259,15747757,Trevascus,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1
1758,15704763,Kozlova,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
9857,15687329,Hope,763,Germany,Female,32,1,108465.65,2,1,0,60552.44,1
5684,15651664,Wilder,615,France,Female,61,1,104267.7,1,1,0,62845.64,1
9992,15769959,Ajuluchukwu,597,France,Female,53,4,88381.21,1,1,0,69384.71,1
4125,15608406,Schmidt,678,France,Male,26,5,111128.04,1,1,0,60941.27,1
3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916.0,1
9211,15792650,Watts,382,Spain,Male,36,0,0.0,1,1,1,179540.73,1
5012,15609011,Barry,480,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
6576,15651883,Genovesi,794,Germany,Female,55,6,115796.7,1,1,0,160526.36,1
9266,15667438,Ferguson,675,France,Female,38,1,104016.88,1,0,0,22068.83,1
1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46,1
2516,15744327,Ruth,564,France,Male,40,4,0.0,1,1,0,85455.62,1
3728,15768367,Nebechukwu,781,France,Female,27,7,186558.55,1,1,1,175071.29,1
2782,15641416,Shaffer,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
6257,15611186,Yevdokimova,609,France,Male,37,1,39344.83,1,1,1,178291.89,1
5003,15737556,Vasilyev,590,France,Male,43,7,81076.8,2,1,1,182627.25,1
7054,15815271,Ritchie,755,Germany,Male,43,6,165048.5,3,1,0,16929.41,1
3841,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1
7035,15767264,Lawson,465,Germany,Male,53,1,117438.17,1,0,0,74898.8,1
8435,15755330,Forbes,512,Germany,Male,41,7,122403.24,1,0,1,37439.9,1
5800,15649853,Craig,625,France,Female,45,3,0.0,1,1,1,184474.15,1
4919,15796074,Bruno,717,France,Female,36,2,99472.76,2,1,0,94274.72,1
6268,15689328,Harrison,705,Germany,Male,48,9,114169.16,1,0,0,173273.2,1
3372,15625175,Palerma,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,1
5168,15587174,Kerr,726,France,Male,29,7,0.0,2,1,1,91844.14,1
2776,15782468,Hart,850,Spain,Male,51,3,109799.55,2,1,1,12457.76,1
862,15809100,Nucci,548,France,Female,32,2,172448.77,1,1,0,188083.77,1
2025,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1
2275,15808044,Ts'ui,580,France,Female,65,9,106804.26,3,1,0,107890.69,1
89,15622897,Sharpe,646,France,Female,46,4,0.0,3,1,0,93251.42,1
7568,15750545,Chidiebere,629,France,Male,44,5,0.0,4,0,0,117572.59,1
3611,15711716,Ferguson,580,France,Female,56,1,131368.3,1,1,0,106918.67,1
7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1
4512,15568006,Ukaegbunam,634,France,Female,45,2,0.0,4,1,0,101039.53,1
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1
2237,15712849,Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
8375,15646720,Tsui,628,Spain,Female,55,7,0.0,3,1,0,85890.75,1
7454,15702571,Wright,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
9093,15736250,Johnstone,781,France,Male,38,2,117810.79,1,0,1,65632.33,1
5665,15661723,Abramovich,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1
4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1
6030,15669011,Bocharova,659,France,Female,44,9,23503.31,1,0,1,169862.01,1
8394,15752507,K?,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1
485,15676519,George,615,Spain,Male,61,9,0.0,2,1,0,150227.85,1
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,1
8402,15663134,Uspenskaya,535,Spain,Male,58,1,0.0,2,1,1,11779.98,1
2565,15672144,Mao,667,France,Female,38,6,144432.04,1,1,1,73963.17,1
4212,15615207,Yeh,792,Spain,Male,47,0,0.0,1,1,1,5557.88,1
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1
2152,15588614,Walton,753,France,Male,57,7,0.0,1,1,0,159475.08,1
6408,15657829,Fanucci,806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
4404,15616859,Bonwick,602,Germany,Female,43,2,113641.49,4,1,0,115116.35,1
8365,15684395,Enderby,446,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
3601,15573599,Adamson,506,France,Female,57,6,0.0,2,0,1,194421.12,1
7050,15597709,Hornung,602,France,Female,39,6,154121.32,2,1,0,176614.86,1
3664,15602731,Wong,724,France,Male,31,5,0.0,1,1,0,134889.95,1
715,15807609,Yuan,650,Spain,Female,25,3,86605.5,3,1,0,16649.31,1
3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1
7270,15675926,Ardis,655,Germany,Male,34,7,118028.35,1,1,0,51226.32,1
2699,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,1
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1
5560,15729557,Olisaemeka,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1
7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1
5020,15584113,Pratt,823,Germany,Female,53,4,124954.94,1,0,1,131259.6,1
59,15623944,T'ien,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1
4002,15792064,Pai,545,Germany,Male,53,5,114421.55,1,1,0,180598.28,1
5188,15682421,Talbot,683,France,Female,30,2,0.0,2,0,1,100496.84,1
2039,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,1
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
9441,15584156,Siciliani,593,Spain,Male,27,10,0.0,3,0,0,94620.0,1
1677,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1
4108,15643865,Lo Duca,601,France,Female,40,3,92055.36,1,0,1,164652.02,1
6685,15746333,Blake,562,France,Female,57,3,0.0,3,1,0,6554.97,1
9009,15776936,Whitworth,475,France,Male,40,7,160818.08,1,0,1,169642.13,1
8216,15743236,Piccio,687,France,Female,61,7,80538.56,1,1,0,131305.37,1
9961,15681026,Lucciano,795,Germany,Female,33,9,104552.72,1,1,1,120853.83,1
2663,15742272,Ozerova,669,France,Female,44,8,96418.09,1,0,0,131609.48,1
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1
5068,15602282,Kao,587,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1
2235,15713655,Calabrese,720,France,Female,38,10,0.0,2,1,1,56229.72,1
9053,15597949,Gilbert,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1
4167,15654562,Ma,850,Spain,Female,45,5,174088.3,4,1,0,5669.31,1
7117,15788776,Landor,588,Germany,Male,49,6,132623.76,3,1,0,36292.94,1
1493,15744517,Esposito,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1
5659,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,1
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1
6999,15640074,Barrett,666,Spain,Female,47,5,0.0,1,0,0,166650.9,1
